id,title,authors,year,source,doi,code,exclusion_reason,snowballing_value,background_pool_c8,make
R0369,"Navigating the Digital Twin Network landscape: A survey on architecture, applications, privacy and security",Sai A.M.V.V.; Wang C.; Cai Z.; Li Y.,2024,Scopus + WoS,10.1016/j.hcc.2024.100269,E4,Wrong publication type,bajo,,
R0370,Study of the Soaking Process of a ready-to-eat rice of Assam (Komal Chaul): A Mechanistic and a Machine Learning Based Approach for spectra-based Estimation of Endpoint,Rizwana S.; Hazarika M.K.,2024,Scopus,10.1007/s11483-024-09852-8,E1,No digital twin/model,,,
R0371,A Hybrid Method Enabling Predictive Digital Twin during the Design Phase of Wind Turbines,Kandemir E.; Hasan A.; Kvamsdal T.; Alaliyat S.A.,2024,Scopus,10.1049/icp.2024.3773,E2,No supply chain scope,,,
R0372,Trust the Robot! Enabling Flexible Collaboration With Humans via Multi-Sensor Data Integration,"Guidolin, M; Berti, N; Gnesotto, P; Battini, D; Reggiani, M",2024,WoS,10.1109/etfa61755.2024.10710349,E1,No digital twin/model,,,
R0373,Modeling Risk Prioritization of a Manufacturing Supply Chain using Discrete Event Simulation,Chari A.; Marti S.; Johansson B.; Despeisse M.; Stahre J.; Lopes P.V.,2023,Scopus,10.1109/wsc60868.2023.10407643,E3,No AI/ML component,,alto,
R0374,Deep Neural Network for Operational Abnormality Detection for a Central Fill Pharmacy System,Yamin A.; Lam S.; Jin Y.C.,2023,Scopus,10.21872/2023iise_3213,E1,No digital twin/model,,,
R0375,3D-AmplifAI: An Ensemble Machine Learning Approach to Digital Twin Fault Monitoring for Additive Manufacturing in Smart Factories,Sampedro G.A.R.; Putra M.A.P.; Abisado M.,2023,Scopus,10.1109/access.2023.3289536,E2,No supply chain scope,,,
R0376,Selecting a Machine Learning Model to Optimize the Burner Digital Twin,Kovalnogov V.; Generalov D.; Fedorov R.; Sherkunov V.; Gladilin N.,2023,Scopus,10.1007/978-3-031-43792-2_22,E2,No supply chain scope,,,
R0377,Digital Twin-Based Automated Fault Diagnosis in Industrial IoT Applications,Alshathri S.; Hemdan E.E.-D.; El-Shafai W.; Sayed A.,2023,Scopus,10.32604/cmc.2023.034048,E2,No supply chain scope,,,
R0378,Challenges and Opportunities in Product Life Cycle Management in the Context of Industry 4.0,Ji X.; Abdoli S.,2023,Scopus,10.1016/j.procir.2023.04.002,E4,Wrong publication type,bajo,,
R0379,Digital Twin Based Learning Framework for Adaptive Fault Diagnosis In Microgrids with Autonomous Reconfiguration Capabilities,Runsewe T.; Yavuz A.; Celik N.,2023,Scopus,10.1109/wsc60868.2023.10408558,E2,No supply chain scope,,,
R0380,Digital Twins for Smart Home Gadget Threat Prediction using Deep Convolution Neural Network,Padmapriya V.; Srivenkatesh M.,2023,Scopus,10.14569/ijacsa.2023.0140270,E2,No supply chain scope,,,
R0381,Synthesis and Analysis of Avionics Functions Digital Twins Using Machine Learning Classification Algorithms,Trusova K.V.,2022,Scopus,10.1007/978-3-030-81119-8_1,E2,No supply chain scope,,,
R0382,Machine Learning Methods Application for the Avionics Systems Health Analysis and Faults Localization Challenges,Trusova K.V.,2021,Scopus,10.1007/978-3-030-58868-7_44,E2,No supply chain scope,,,
R0383,Sustainable Development of Smart Manufacturing Driven by the Digital Twin Framework: A Statistical Analysis,"Warke, V; Kumar, S; Bongale, A; Kotecha, K",2021,WoS,10.3390/su131810139,E4,Wrong publication type,medio,,
R0384,Decision-making in a fast fashion company in the Industry 4.0 era: a Digital Twin proposal to support operational planning,"dos Santos, CH; Gabriel, GT; do Amaral, JVS; Montevechi, JAB; de Queiroz, JA",2021,WoS,10.1007/s00170-021-07543-z,E2,No supply chain scope,,,
R0385,RECLAIM: Toward a New Era of Refurbishment and Remanufacturing of Industrial Equipment,"Zacharaki, A; Vafeiadis, T; Kolokas, N; Vaxevani, A; Xu, YC; Peschl, M; Ioannidis, D; Tzovaras, D",2021,WoS,10.3389/frai.2020.570562,E2,No supply chain scope,,,
R0386,Virtual Commissioning and Machine Learning of a Reconfigurable Assembly System,Zhang L.; Cai Z.Q.; Ghee L.J.,2020,Scopus,10.1109/iai50351.2020.9262158,E2,No supply chain scope,,,
R0387,How can smart technologies contribute to sustainable product lifecycle management?,"Liu, Y; Zhang, YF; Ren, S; Yang, MY; Wang, YT; Huisingh, D",2020,WoS,10.1016/j.jclepro.2019.119423,E4,Wrong publication type,bajo,,
R0388,DIGITAL TECHNOLOGY IN HIGHER EDUCATION: SITUATION ANALYSIS AND PROSPECTS ASSESSMENT (ON THE EXAMPLE OF KRASNOYARSK KRAI),"Efimov, V; Lapteva, A",2019,WoS,10.21125/inted.2019.1392,E1,No digital twin/model,,,
R0389,Digital twins for decision making in complex production and logistic enterprises,Kuehn W.,2018,Scopus,10.2495/dne-v13-n3-260-271,E3,No AI/ML component,,medio,
R0390,PUF modeling attacks on simulated and silicon data,Ruhrmair U.; Solter J.; Sehnke F.; Xu X.; Mahmoud A.; Stoyanova V.; Dror G.; Schmidhuber J.; Burleson W.; Devadas S.,2013,Scopus,10.1109/tifs.2013.2279798,E1,No digital twin/model,,,
R0391,"Rechargeable Batteries for Grid-Scale Energy Storage: Technologies, Performance, and Emerging Directions",Pinoski L.; Latos B.; Marigny D.; Jensen T.; Reyes A.D.L.; Helwig B.; Menezes P.L.,2026,Scopus + WoS,10.3390/batteries12070264,E4,Wrong publication type,bajo,,
R0392,AAOSC: Adaptive agent-oriented system control,Mansouri S.S.; Reuthe E.; Boskabadi M.R.; Savoie C.J.,2026,Scopus + WoS,10.1016/j.coche.2026.101253,E4,Wrong publication type,medio,,
R0393,"Digital assisted hydrogen supply chain optimization: a bibliometric and thematic review of methods, trends, and future directions",Karmakar A.; Shahriar Hossain M.A.; Hasan Emon M.F.; Yeassin R.; Arefin M.E.; Chakma B.,2026,Scopus + WoS,10.1016/j.ecmx.2026.102111,E4,Wrong publication type,bajo,,
R0394,Optimization Techniques for Improving Economic Profitability Through Supply Chain Processes: A Systematic Literature Review,Jarquin-Segovia R.; Marmolejo-Saucedo J.A.,2026,Scopus + WoS,10.3390/math14010185,E4,Wrong publication type,bajo,,
R0395,"Autonomous Supply Chains: Integrating Artificial Intelligence, Digital Twins, and Predictive Analytics for Intelligent Decision Systems",Shamsuddoha M.; Zimmerman H.; Nasir T.; Sakib M.N.,2026,Scopus + WoS,10.3390/info17040371,E4,Wrong publication type,alto,,
R0396,The role of artificial intelligence in enhancing non-invasive quality monitoring in fresh food products supply chains: A comprehensive review,Mao Y.; Zhang M.; Law C.L.; Rui L.,2026,Scopus + WoS,10.1016/j.foodres.2026.118927,E4,Wrong publication type,bajo,,
R0397,Leveraging AI to Build Agile and Resilient Healthcare Supply Chains for Sustainable Performance: A Systematic Scoping Review and Future Directions,Thiyagarajan S.; Cudney E.A.; Chimmani P.; D’silva L.H.; Laux C.M.,2026,Scopus + WoS,10.3390/su18031434,E4,Wrong publication type,medio,,
R0398,Next-generation fresh livestock meat supply chains driven by industry 5.0: Towards the integration of ultra-long shelf life and intelligent quality perception,Mao Y.; Zhang M.; Law C.L.; Rui L.,2026,Scopus + WoS,10.1016/j.tifs.2026.105817,E4,Wrong publication type,medio,,
R0399,Logistics 5.0: systematic literature review and future trends,Cakir O.E.; Mukul E.; Goker N.,2026,Scopus,10.1108/lore-09-2025-0116,E4,Wrong publication type,medio,,
R0400,A Scientometric Review of IoT-Driven Digital Transformation in the Oil and Gas Industry,Malik V.; Bhatia M.,2026,Scopus + WoS,10.1109/jiot.2026.3695577,E4,Wrong publication type,bajo,,
R0401,"Industrial digital twin for intelligent manufacturing: Key technologies, core challenges, applications, and forward-looking trends",Meng W.; Li S.; Gao R.; Yue Z.; Tu Z.; Chu D.,2026,Scopus + WoS,10.1016/j.rcim.2026.103321,E4,Wrong publication type,medio,,
R0402,The AI revolution in sustainable food processing: From process optimization to a circular bioeconomy,Zaidi A.A.; Jilani A.; Asif M.; Khan A.L.; Khan S.Z.,2026,Scopus + WoS,10.1016/j.fbp.2026.05.013,E4,Wrong publication type,bajo,,
R0403,Operational AI for Multimodal Urban Transport: A Systematic Literature Review and Deployment Framework for Multi-Objective Control and Electrification,Deligiannis A.; Madas M.,2026,Scopus + WoS,10.3390/logistics10020029,E4,Wrong publication type,medio,,
R0404,"Transforming Food Systems with Artificial Intelligence: Challenges, Governance, and Pathways for Sustainable Integration",Ahmad A.; Murad M.; Utra U.; Yussof N.S.; Fazial F.F.; Lazim A.; Fazry S.; Law D.,2026,Scopus + WoS,10.1080/87559129.2025.2585134,E4,Wrong publication type,bajo,,
R0405,How Far from the Shore? Federated Maritime Intelligence for Autonomous Ship and Harbor Maneuvering,Miller T.; Durlik I.,2026,Scopus + WoS,10.3390/app16126210,E4,Wrong publication type,medio,,
R0406,Optimizing Biomass Feedstock Logistics Using AI for Integrated Multimodal Transport in Bioenergy and Bioproduct Systems: A Review,Gonzalez J.; Wang J.,2026,Scopus + WoS,10.3390/logistics10030054,E4,Wrong publication type,medio,,
R0407,"The science-governed interface: a critical review of advanced metallization, intelligent control and characterization strategies for wire bonding technology",Zulkifli M.N.,2026,Scopus + WoS,10.1108/mi-02-2026-0046,E4,Wrong publication type,bajo,,
R0408,"A Systematic Review of Advances, Challenges, and Optimization Strategies in Maintenance Logistics for Airside Operations",Dorgham M.J.M.; Kayvanfar V.; Baldacci R.,2026,Scopus + WoS,10.1109/access.2026.3651544,E4,Wrong publication type,medio,,
R0409,"Next-Generation Composite Materials and Manufacturing: A Review of Smart, Sustainable, and Digital Advancements",Slamani M.; Louhichi B.; Amroune S.; Jawaid M.,2026,Scopus + WoS,10.1002/admt.202501409,E4,Wrong publication type,bajo,,
R0410,Quantum Computing as a Disruptive Technology: Implications for Advanced Manufacturing and Industry 5.0,Salawu G.; Glen B.,2026,Scopus + WoS,10.3390/app16104856,E4,Wrong publication type,bajo,,
R0411,Intelligent label systems in fresh food supply chain: from single-function to multi-parameter integration,Zeng F.; Zhang M.; Law C.L.; Rui L.,2026,Scopus + WoS,10.1016/j.tifs.2026.105670,E4,Wrong publication type,bajo,,
R0412,Enhancing Circularity in the Building Industry: A Review of Material Passports and Digital Twin Technologies,Ahmadi L.; Bilal M.; Olumo A.; Mollaei A.; Jalaei F.; Ebrahimi N.; Mozaffari H.; Kim J.; Haas C.,2026,Scopus + WoS,10.1061/jcemd4.coeng-16899,E4,Wrong publication type,bajo,,
R0413,AI-Driven Strategies for Supply Chain Resilience: A Review of Challenges and Solutions During Pandemics,Salehi A.; Babaei A.; Hamidi H.,2026,Scopus + WoS,10.5829/ije.2026.39.03c.03,E4,Wrong publication type,medio,,
R0414,"Optimising ICU supply chains: Evidence-based strategies for efficiency, resilience and patient safety—a structured narrative review",Hasmee N.; Joshi H.; Gurung M.; Singh B.; Naseema S.,2026,Scopus + WoS,10.1136/bmjoq-2025-003422,E4,Wrong publication type,medio,,
R0415,A systematic analysis of generative artificial intelligence for supply chain transformation,Bahroun Z.; Saihi A.; As'ad R.; Tanash M.,2026,Scopus + WoS,10.1016/j.sca.2025.100188,E4,Wrong publication type,alto,,
R0416,Automation and Sustainability—The Impact of AI on Energy Consumption and Other Key Features of Industry 4.0/5.0 Technologies,Rojek I.; Dostatni E.; Kopowski J.; Lewandowski J.; Mikołajewski D.,2026,Scopus + WoS,10.3390/app16052550,E4,Wrong publication type,bajo,,
R0417,"Ultra-long shelf-life strategies for fresh edible mushrooms in next-generation supply chains: Precision sensing, shelf-life prediction, and coordinated control",Xiao Y.; Zhang M.; Shi H.; Chen Y.,2026,Scopus + WoS,10.1016/j.fbio.2026.109305,E4,Wrong publication type,bajo,,
R0418,Advanced Ceramics in Aerospace and Defense: The Interrelationship between Traditional and Additive Manufacturing Approaches,Shvydyuk K.O.; Lanceros-Mendez S.; Silva A.P.,2026,Scopus + WoS,10.1002/admt.202501012,E4,Wrong publication type,bajo,,
R0419,"Digital intelligence agri-food supply chain—tripartite breakthrough in harvest optimization, postharvest preservation, and stakeholder synergy",Li X.; Zhou H.; Yu R.; Li J.; Xue L.; Ma Y.,2026,Scopus + WoS,10.1007/s11694-026-04680-5,E4,Wrong publication type,bajo,,
R0420,Toward Standards-Compliant Dynamic Life Cycle Assessment: Harnessing Digital Innovations for Climate and Regulatory Alignment,Sajawal Akhtar M.; Gómez F.R.; Pandit A.; Mahmood H.; Khan M.A.; Liu J.,2026,Scopus + WoS,10.1021/acssuschemeng.5c10525,E4,Wrong publication type,bajo,,
R0421,AI-enhanced Digital Twin systems for warehouse logistics optimization: A review of challenges with solutions and future directions,Alam M.M.; Ugli R.A.N.; Tanha K.J.; Jun T.,2026,Scopus + WoS,10.1016/j.icte.2026.01.009,E4,Wrong publication type,alto,,
R0422,The integration of Artificial Intelligence in seaports' smart gate processes: Evidence based on a systematic literature review,Teixeira P.; Lopes R.B.; Teixeira L.,2026,Scopus + WoS,10.1016/j.rineng.2025.108919,E4,Wrong publication type,medio,,
R0423,Digital innovation integration into biotechnology for development of sustainable protein frontiers for poultry nutrition in a circular bioeconomy,Keohavong B.,2026,Scopus + WoS,10.1016/j.psj.2025.106276,E4,Wrong publication type,bajo,,
R0424,Next-generation super-drying technologies for aquatic foods in the context of industry 5.0: A review,Zheng W.; Zhang M.; Zhan F.,2026,Scopus + WoS,10.1016/j.foodres.2026.119857,E4,Wrong publication type,bajo,,
R0425,"Sustainable supply chain management in Industry 4.0: A review, research gaps, and conceptual framework",Gomaa A.H.,2026,Scopus,10.3934/ctr.2026007,E4,Wrong publication type,bajo,,
R0426,Resilient and Intelligent Supply Chains: Advances and Challenges in AI-Driven Optimization and Forecasting,Itu A.,2026,Scopus + WoS,10.3390/app16094285,E4,Wrong publication type,alto,,
R0427,Clean and Smart Energy Technologies for Agricultural Energy Internet Systems: A Comprehensive Review and Future Perspectives,Wu Y.; Fu X.,2026,Scopus + WoS,10.3390/app16104859,E4,Wrong publication type,bajo,,
R0428,"Smart cold chain logistics for fresh agricultural products: key technologies, challenges, and future trends",Han J.; Sun C.; Ji Z.; Yang X.,2026,Scopus + WoS,10.1016/j.tifs.2025.105421,E4,Wrong publication type,medio,,
R0429,"Additive Manufacturing at the Crossroads: Costs, Sustainability, and Global Adoption",Mohammadkamal H.; Zinatlou Ajabshir S.; Mostafaei A.,2026,Scopus,10.3390/jmmp10010005,E4,Wrong publication type,bajo,,
R0430,Advancing digital depth: AI-enhanced 3D reconstruction for post-harvest food supply chain quality management,Ren Y.; Lei T.; Meng W.; Sun D.-W.; Argyropoulos D.,2026,Scopus + WoS,10.1016/j.postharvbio.2026.114329,E4,Wrong publication type,bajo,,
R0431,Blockchain-Empowered Federated Learning Applications in Smart Manufacturing: A Literature Review,Khan Md.I.; Farahani M.; Wuest T.,2026,Scopus + WoS,10.1115/1.4071613,E4,Wrong publication type,bajo,,
R0432,Digital technology Adaption in the hydrogen economy: A literature review,Liu K.; Shao Z.,2026,Scopus + WoS,10.1016/j.ijhydene.2025.152687,E4,Wrong publication type,bajo,,
R0433,Advances in AI-enabled digital integration for geographical origin authenticity of staple crops: Omics-based molecular and elemental strategies,Tian X.; Wang D.; Yang Y.; Ma C.; Xu Y.; Xu X.; Zhang G.; Wang B.; Wang J.; Tan B.; Liu Y.; Zhang N.; Zhong Q.,2026,Scopus,10.1016/j.tifs.2026.105794,E4,Wrong publication type,bajo,,
R0434,Enhancing Food Safety and Traceability: The Contribution of Smart Technologies in the Contemporary Food Sector,Tyagi K.; Kohli V.; Sikka K.; Kumari M.,2026,Scopus + WoS,10.1080/87559129.2026.2670674,E4,Wrong publication type,medio,,
R0435,Industry 4.0 in olive farming and oil production: A comprehensive review of technologies and trends,Trabelsi N.; Rejeb A.; Couris S.; Bhat Z.F.; Mhlanga D.; Hassoun A.,2026,Scopus,10.1016/j.jafr.2026.103209,E4,Wrong publication type,bajo,,
R0436,Artificial Intelligence and Machine Learning Applications in Hydrogen-blend Natural Gas Pipeline Transportation,Srivastava D.; Arya A.K.,2026,Scopus,10.2174/0124055204491442260603053018,E4,Wrong publication type,bajo,,
R0437,"Digital twin-centered food safety management systems: A review of IoT, AI, and blockchain integration for bacterial pathogen control",Ismail B.B.; Abba A.H.; Sanka A.I.; Muhammad A.I.; Wang W.; Liu D.,2026,Scopus + WoS,10.1016/j.foodres.2026.119449,E4,Wrong publication type,medio,,
R0438,"Digital twin technology in AI-operated metaverse for food processing: A pathway to sustainability, efficiency and innovation",İnanlar B.; Altay F.,2026,Scopus + WoS,10.1016/j.tifs.2025.105491,E4,Wrong publication type,medio,,
R0439,Artificial Intelligence and BIM-Enabled Smart Construction Site Management: A Systematic Review of Site-Level Spatial Decision-Making and Site Layout Optimization-Related Applications for Sustainable Building Delivery,Fakhruddin Z.; Ahmed V.; Bahroun Z.,2026,Scopus + WoS,10.3390/smartcities9070112,E4,Wrong publication type,bajo,,
R0440,"Digitalisation of Shipyard Production Planning: A Review of Simulation, Optimisation, AI, and Digital Twin Methods (2010-2025)","Bordbar, A; Tadros, M; Nazemian, A; Aung, MZ; Georgoulas, K; Louvros, P; Boulougouris, E",2026,WoS,10.3390/jmse14040396,E4,Wrong publication type,medio,,
R0441,Transforming Conventional Pharmaceutical Manufacturing to Green and Sustainable Manufacturing by the Impact of Flow Chemistry and Industry 4.0 Technologies,"Bhattacharyya, M; Kar, K; Chowdhury, S; Chakraborty, P",2026,WoS,10.2174/0122133461427918251208191454,E4,Wrong publication type,bajo,,
R0442,AI-integrated multisensory platforms for real-time monitoring of postharvest physiological changes in horticultural crops,"Abdulraheem, MI; Fawole, OA",2026,WoS,10.1039/d6fb00177g,E4,Wrong publication type,bajo,,
R0443,Navigating the digital frontier: challenges and opportunities in sustainable manufacturing through digitalization,"Kohar, UHA; Sikandar, H; Khan, N; Indiran, L",2026,WoS,10.1108/fs-09-2024-0164,E4,Wrong publication type,bajo,,
R0444,"A Review of AI-Driven Engineering Modelling and Optimization: Methodologies, Applications and Future Directions","Li, JP; Polovina, N; Konur, S",2026,WoS,10.3390/a19020093,E4,Wrong publication type,bajo,,
R0445,"AI-driven grain storage solutions: Exploring current technologies, applications, and future trends",Anukiruthika T.; Jayas D.S.,2025,Scopus + WoS,10.1016/j.jspr.2025.102588,E4,Wrong publication type,bajo,,
R0446,Integrating industry 4.0 for enhanced sustainability: Pathways and prospects,Khan M.I.; Yasmeen T.; Khan M.; Hadi N.U.; Asif M.; Farooq M.; Al-Ghamdi S.G.,2025,Scopus + WoS,10.1016/j.spc.2024.12.012,E4,Wrong publication type,bajo,,
R0447,Industry 5.0 and Human-Centered Energy System: A Comprehensive Review with Socio-Economic Viewpoints,Hu J.-L.; Li Y.; Chew J.-C.,2025,Scopus,10.3390/en18092345,E4,Wrong publication type,bajo,,
R0448,"Modern smart sensing technologies in the fruit supply chain: contributions, challenges, and future prospects",Yue Y.; Zhang Q.; Ma G.; Wan F.; Huang X.; Peng L.,2025,Scopus + WoS,10.1016/j.tifs.2025.105108,E4,Wrong publication type,bajo,,
R0449,A comprehensive bibliometric review of digitalization impacts on supply chain risk management,Ghanbari H.; Shabani M.; Mohammadi E.; Seiti H.,2025,Scopus + WoS,10.1016/j.sca.2025.100165,E4,Wrong publication type,bajo,,
R0450,Towards Smart and Sustainable Last Mile Delivery Systems: A Scoping Review and Conceptual Framework,Moufad I.; Frichi Y.; Jawab F.; Mkhalfi J.,2025,Scopus + WoS,10.3390/su172411270,E4,Wrong publication type,medio,,
R0451,AI-Driven Digital Twins in Industrialized Offsite Construction: A Systematic Review,Najafzadeh M.; Yeganeh A.,2025,Scopus + WoS,10.3390/buildings15172997,E4,Wrong publication type,medio,,
R0452,Synergies of Industry 5.0 paradigms: Unraveling the dynamics of operational management for supply chains excellence,Hajjem O.; Zekhnini K.; Hamani N.,2025,Scopus + WoS,10.1016/j.sftr.2025.101498,E4,Wrong publication type,medio,,
R0453,Transforming Agrifood Supply Chains with Digital Technologies: a Systematic Review of Safety and Quality Risk Management,Plakantara S.P.; Karakitsiou A.,2025,Scopus,10.1007/s43069-025-00511-3,E4,Wrong publication type,medio,,
R0454,Exploring fruit mechanical injury mechanisms: a review of numerical simulation techniques in the whole supply chain,Gao S.; Huang X.; Li Z.; Zhang X.; Yuan Z.; El-Mesery H.S.; Shi J.; Zou X.,2025,Scopus + WoS,10.1016/j.compag.2025.110998,E4,Wrong publication type,bajo,,
R0455,Digitalisation in the Context of Industry 4.0 and Industry 5.0: A Bibliometric Literature Review and Visualisation,Buri Z.; T. Kiss J.,2025,Scopus + WoS,10.3390/asi8050137,E4,Wrong publication type,medio,,
R0456,Transforming business management practices through metaverse technologies: A Machine Learning approach,Raman R.; Mandal S.; Gunasekaran A.; Papadopoulos T.; Nedungadi P.,2025,Scopus,10.1016/j.jjimei.2025.100335,E4,Wrong publication type,bajo,,
R0457,2025 photonics for agrifood roadmap: towards a sustainable and healthier planet,Smeesters L.; Venturini F.; Paulus S.; Mahlein A.-K.; Perpetuini D.; Cardone D.; Merla A.; Gac B.; Perrin S.; Trégoat D.; Poffo L.; Fournier A.; Bonifazi G.; Serranti S.; Liao W.; Osseiran N.; Vanwolleghem M.; Peretti R.; Bandyopadhyay A.; Bertling K.; Parameswaran K.; Rákic A.D.; Sengupta A.; Svanberg S.; Kujawinska M.; Cozzolino D.; Pérez Marín D.; Entrenas de León J.A.; Torres Rodríguez I.; Fodor M.; Benes E.; Matkovits A.; Jókai Z.; Cristescu S.M.; Khodabakhsh A.; Jahromi K.; Nematollahi M.; Harren F.H.; Rokx E.; Sikorska E.; Sowoidnich K.; Maiwald M.; Sumpf B.; Roussey M.; Peiponen K.-E.; Femenias A.; Fomina P.; Kokoric V.; Stach R.; Mizaikoff B.; Konstantaki M.; Pissadakis S.; Michelucci U.; Paśko S.; Pakuła A.; Crocombe R.A.; Miseo E.V.; Liapis A.C.; Ahmed F.; Sun Z.; Chandrinou C.; Chatzipetrou M.; Zergioti I.; Trog U.; Haase A.; Smolka M.; Oosterveld L.; Van Hoof C.; Müller A.; Hlavatsch M.; Bajrami D.; Olvera-Gonzalez E.; Escalante-Garcia N.; Soro A.B.; Van Hoorde K.; Tiwari B.K.; Westerhoff T.; Kneissl M.; Mignani A.G.,2025,Scopus + WoS,10.1088/2515-7647/adbea9,E4,Wrong publication type,bajo,,
R0458,A comprehensive review of biomass and biofuels and their progress using digital technologies,Yeassin R.; Rashid Adnan M.M.; Ahmed Chowdhury M.M.; Mia A.; Jawad Chowdhury Enan M.A.; Fuad M.H.,2025,Scopus + WoS,10.1016/j.ecmx.2025.101254,E4,Wrong publication type,bajo,,
R0459,Unlocking the Commercialization of SAF Through Integration of Industry 4.0: A Technological Perspective,Ebrahimi S.; Chen J.; Bridgelall R.; Szmerekovsky J.; Motwani J.,2025,Scopus + WoS,10.3390/su17167325,E4,Wrong publication type,bajo,,
R0460,"Luminescence-based techniques to monitor pre-, post-harvest and processing changes in fresh produce and derivatives: Principles, applications and trends",Singh M.; Wang K.; Chen C.; Corradini M.G.,2025,Scopus + WoS,10.1016/j.tifs.2025.105077,E4,Wrong publication type,bajo,,
R0461,Smart technology for public health: reshaping the future of food safety,Liberty J.T.; Bromage S.; Peter E.; Ihedioha O.C.; Alsalman F.B.; Odogwu T.S.,2025,Scopus,10.1016/j.foodcont.2025.111378,E4,Wrong publication type,medio,,
R0462,A Systematic Literature Review on the Application of Industry 4.0 Technologies in Manufacturing Supply Chain Planning Phase,Selepe R.L.; Makinde O.; Munyai T.,2025,Scopus,10.22034/ijsom.2025.110610.3259,E4,Wrong publication type,medio,,
R0463,Intelligent Maritime Shipping: A Bibliometric Analysis of Internet Technologies and Automated Port Infrastructure Applications,Zou Y.; Xiao G.; Li Q.; Biancardo S.A.,2025,Scopus + WoS,10.3390/jmse13050979,E4,Wrong publication type,medio,,
R0464,Challenges and future perspectives in postharvest cold storage: technological review on sustainable and efficient cold storage of fresh produce,Hoffmann T.G.; de Souza C.K.; Sonawane A.D.; Praeger U.; Büchele F.; Neuwald D.A.; Jedermann R.; Linke M.; Sturm B.; Mahajan P.V.,2025,Scopus + WoS,10.1016/j.foodres.2025.117406,E4,Wrong publication type,bajo,,
R0465,Preface — Special Issue: Simulation in the AI Era — Advancing Complex Problem Solving,Li H.; Luo J.; Xu J.; Zhang X.,2025,Scopus,10.1142/s0217595925020026,E4,Wrong publication type,bajo,,
R0466,Machine Learning in Reverse Logistics: A Systematic Literature Review,Silva A.F.S.D.; Moris V.A.D.S.; Silva J.E.A.R.D.; Voltarelli M.A.; Sigahi T.F.A.C.,2025,Scopus + WoS,10.3390/a18100650,E4,Wrong publication type,medio,,
R0467,Mapping the role of industry 4.0 technologies in green supply chain management: a bibliometric and structured text analysis,Challouf K.; Alhloul A.; Nemeth N.,2025,Scopus + WoS,10.1007/s43621-025-01827-0,E4,Wrong publication type,bajo,,
R0468,"Supply Chain Resilience: A Critical Review of Risk Mitigation, Robust Optimisation, and Technological Solutions and Future Research Directions",Hosseini Shekarabi S.A.; Kiani Mavi R.; Romero Macau F.,2025,Scopus,10.1007/s40171-025-00458-8,E4,Wrong publication type,medio,,
R0469,Unlocking the Potential of Mass Customization Through Industry 4.0: Mapping Research Streams and Future Directions,Naldi L.D.; Galizia F.G.; Bortolini M.; Gabellini M.; Ferrari E.,2025,Scopus + WoS,10.3390/app15137160,E4,Wrong publication type,bajo,,
R0470,APPLICATION OF MATHEMATICAL MODELING IN SUPPLY CHAIN MANAGEMENT: A REVIEW,Dawi N.B.M.; Akhtar M.; Namazi H.,2025,Scopus + WoS,10.1142/s0218348x25300077,E4,Wrong publication type,medio,,
R0471,The Implications of Digitalization in Logistics after COVID-19,Claran Santhiyagu A.; Vengadesh S.; Rajan Chinna P.,2025,Scopus,10.47857/irjms.2025.v06i01.02336,E4,Wrong publication type,bajo,,
R0472,Non-Destructive Testing for Conveyor Belt Monitoring and Diagnostics: A Review,Rzeszowska A.; Błażej R.; Jurdziak L.,2025,Scopus + WoS,10.3390/app152413272,E4,Wrong publication type,bajo,,
R0473,Barriers to Visibility in Supply Chains: Challenges and Opportunities of Artificial Intelligence Driven by Industry 4.0 Technologies,Delgado F.; Garrido S.; Bezerra B.S.,2025,Scopus + WoS,10.3390/su17072998,E4,Wrong publication type,bajo,,
R0474,Application of Digital Twin Technology in Smart Agriculture: A Bibliometric Review,Gund R.; Badgujar C.M.; Samiappan S.; Jagadamma S.,2025,Scopus + WoS,10.3390/agriculture15171799,E4,Wrong publication type,bajo,,
R0475,Industry 4.0-driven digital transformation for resilient aerospace supply chains: a comprehensive review,Hu C.; Zhou T.; Zhou D.; Chen J.,2025,Scopus + WoS,10.1108/aeat-08-2025-0291,E4,Wrong publication type,medio,,
R0476,Product lifecycle management: what sectors and what technologies used? A systematic literature review,"Aberkane, MS; Otman, A",2025,WoS,10.1007/s43621-025-01267-w,E4,Wrong publication type,bajo,,
R0477,A comprehensive review of simulation optimization methods in agricultural supply chains and transition towards an agent-based intelligent digital framework for agriculture 4.0,"Shadkam, E; Irannezhad, E",2025,WoS,10.1016/j.engappai.2024.109930,E4,Wrong publication type,alto,,
R0478,Value creation in parcel delivery: A systematic literature review and research agenda,"Almazrouei, W; Demir, E",2025,WoS,10.1016/j.sftr.2025.101557,E4,Wrong publication type,bajo,,
R0479,"Outlook on human-centred design in industry 5.0: towards mass customisation, personalisation, co-creation, and co-production","Hasani, N; Hosseini, A; Ashjazadeh, Y; Diederichs, V; Ghotb, S; Riggio, M; Hansen, E; Nasir, V",2025,WoS,10.1080/19397038.2025.2486343,E4,Wrong publication type,bajo,,
R0480,Emerging Technologies in Pharmaceutical Supply Chains: a Comprehensive Analysis of Findings and Implications,Alsakhen I.F.; Buics L.; Süle E.,2024,Scopus,10.3303/cet24114136,E4,Wrong publication type,medio,,
